##################################################;;;;;;;;;;;;;;x
# Events ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
############### JAP ARMY UNIQUE WEAPONS ####################;;;;;;;;;;;;;;x
EVTNAME9105200;New Rifle Design: The Arisaka Type 38;;;;;;;;;;x
EVTDESC9105200;The Type 38 rifle Arisaka was a bolt-action rifle that supplemented the Type 99 Japanese standard infantry rifle during the Second World War. The design was adopted by the Imperial Japanese Army in 1905 (the 38th year of the Meiji period, hence "Type 38") and served from then until the end of 1945.  By 1940 more than three million Type 38s had been issued to the Imperial Japanese Army. However, shortcomings in the Type 38 design during the Second Sino-Japanese War led to the introduction of a further generation of rifles, designated the Type 99 rifle from 1939. This new rifle used the more powerful 7.7×58mm Arisaka cartridge already in use with the Type 92 heavy machine gun and the Type 97 light machine gun. However, not all units received the new weapon, and the mixture of types with incompatible cartridges led to considerable logistics issues during World War II.;;;;;;;;;;x
EVTNAME9105201;New Rifle Design: The Arisaka Type 44 Cavalry Carbine;;;;;;;;;;x
EVTDESC9105201;Developed from the Type 38 carbine to provide a cavalryman a carbine with a bayonet and not be encumbered with weapons as before the trooper was required to have a Type 32 cavalry saber, a Type 38 carbine and a bayonet. It entered production in 1911 and entered service in 1912 (the 44th year of the Meiji period, hence "Type 44"), and served on until the end of the Second World War in 1945, production of the rifle ran until three years prior to the end of the Second World War; 1942. Approximately 91,900 Type 44 rifles were produced by Japanese arsenals during these years.;;;;;;;;;;x
EVTNAME9105202;New Rifle Design: The Arisaka Type 99 Bolt-Action Rifle;;;;;;;;;;x
EVTDESC9105202;During the Second Sino-Japanese War in the 1930s, the Japanese soon found that the 7.7mm cartridge being fired by their Type 92 heavy machine gun in China was superior to the 6.5×50mm cartridge of the Type 38 rifle, necessitating the development of a new weapon to replace the outclassed Type 38. The Imperial Japanese Army (IJA) developed the Type 99 based on the Type 38 rifle but with a caliber of 7.7mm. The Type 99 was produced at nine different arsenals. Seven arsenals were located in Japan, with the other two located at Mukden in China and Jinsen in Korea. The IJA had intended to completely replace the Type 38 with the Type 99 by the end of the war. However, the outbreak of the Pacific war never allowed the army to completely replace the Type 38 and so the IJA used both rifles during the war. As the war progressed, more and more cost saving steps were introduced in order to speed up production.;;;;;;;;;;x
EVTNAME9105203;New Light Machine Gun Design: The Type 11 Light Machine Gun;;;;;;;;;;x
EVTDESC9105203;Combat experience in the Russo-Japanese War of 1904-1905 had convinced the Japanese of the utility of machine guns to provide covering fire for advancing infantry. This was reinforced by the first-hand observations of European combat tactics by Japanese military attachés during the First World War, and the Army Technical Bureau was tasked with the development of a lightweight machine gun, which could be easily transportable by an infantry squad. The resultant “Type 11 light machine gun” (named after the 11th year of the reign of Emperor Taishō, or 1922) was the first light machine gun to be mass-produced in Japan and the oldest Japanese light machine gun design to see service in the Pacific War. It was superseded by the Type 96 light machine gun in 1936.;;;;;;;;;;x
EVTNAME9105204;New Rifle Grenade Design: The Type 2 Rifle Grenade;;;;;;;;;;x
EVTDESC9105204;The Type 2 rifle grenade launcher was an attachment for the Japanese Type 38 and Type 99 rifles that allowed them to fire special hollow charge grenades. It was a version of the German Schiessbecher grenade launcher. Two grenades were produced for the launcher: a 30 mm calibre grenade and a larger 40 mm calibre grenade, both designated Type 2. The launcher sits over the end of the barrel, held in place with a clamping device. A special crimped blank cartridge or wooden bullet is used to fire the grenades.;;;;;;;;;;x
EVTNAME9105205;New Heavy Machine Gun Design: The Type 92 Shiki Kikanju Heavy Machine Gun;;;;;;;;;;x
EVTDESC9105205;Essentially a copy of the shroudless post-WWI aircraft-mounted version of the British Lewis gun, the Type 92 was fed with a drum magazine and used in a flexible mount. It was chambered in a Japanese copy of the .303 British cartridge. The main external difference between the two models was the trigger guard, and cooling fins around the barrel and gas piston tube.;;;;;;;;;;x
EVTNAME9105206;New Light Machine Gun Design: The Type 96 Light Machine Gun;;;;;;;;;;x
EVTDESC9105206;Combat experience in the Manchurian Incident of 1931 and subsequent actions in Manchuria and northern China reaffirmed the Japanese army of the utility of machine guns to provide covering fire for advancing infantry. The earlier Type 11 Light Machine Gun was a lightweight machine gun, which could be easily transportable by an infantry squad into combat. However, the open hopper design of the Type 11 allowed dust and grit to enter into the gun, which was liable to jam in muddy or dirty conditions due to issues with poor dimensional tolerances. This gave the weapon a bad reputation with Japanese troops, and led to calls for its redesign. The Army’s Kokura Arsenal tested the Czech ZB vz. 26 machine gun, samples of which had been captured from the National Revolutionary Army of the Republic of China, and (after borrowing certain elements) issued a new design, designated the Type 96 light machine gun, in 1936. The gun was produced at Kokura, Nagoya Arsenal and Mukden with total production about 41,000. While the Japanese design was completely different internally it did resemble the Vz26 in its basic layout using the top feed magazine and a bipod mount.;;;;;;;;;;x
EVTNAME9105207;New Light Machine Gun Design: The Type 99 Light Machine Gun;;;;;;;;;;x
