################################################;;;;;;;;;;;;;;x
# New Aircraft Unit Model Names;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
# Luftwaffe Aircraft ;;;;;;;;;;;;;;x
################################################;;;;;;;;;;;;;;x
GER_ar_sixty_four_0;Ar 64E;;;;;;;;;x
GER_ar_sixty_seven_0;Ar 67A;;;;;;;;;x
GER_ar_sixty_eight_1;Ar 68E;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_one_twelve_0;He 112A-0;;;;;;;;;x
GER_he_one_twelve_1;He 112B;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_me_one_oh_nine_0;Bf 109D-0;;;;;;;;;x
GER_me_one_oh_nine_1;Bf 109D-1;;;;;;;;;x
GER_me_one_oh_nine_2;Bf 109E-1;;;;;;;;;x
GER_me_one_oh_nine_3;Bf 109E-1/B;;;;;;;;;x
GER_me_one_oh_nine_4;Bf 109E-2;;;;;;;;;x
GER_me_one_oh_nine_5;Bf 109E-3;;;;;;;;;x
GER_me_one_oh_nine_6;Bf 109E-4;;;;;;;;;x
GER_me_one_oh_nine_7;Bf 109E-4/B;;;;;;;;;x
GER_me_one_oh_nine_8;Bf 109E-7;;;;;;;;;x
GER_me_one_oh_nine_9;Bf 109F-1;;;;;;;;;x
GER_me_one_oh_nine_10;Bf 109F-2;;;;;;;;;x
GER_me_one_oh_nine_11;Bf 109F-4;;;;;;;;;x
GER_me_one_oh_nine_12;Bf 109F-4/R1;;;;;;;;;x
GER_me_one_oh_nine_13;Bf 109F-4/Z;;;;;;;;;x
GER_me_one_oh_nine_14;Bf 109F-4/Trop;;;;;;;;;x
GER_me_one_oh_nine_15;Bf 109G-1;;;;;;;;;x
GER_me_one_oh_nine_16;Bf 109G-1/U2;;;;;;;;;x
GER_me_one_oh_nine_17;Bf 109G-2;;;;;;;;;x
GER_me_one_oh_nine_18;Bf 109G-2/Trop;;;;;;;;;x
GER_me_one_oh_nine_19;Bf 109G-3;;;;;;;;;x
GER_me_one_oh_nine_20;Bf 109G-4;;;;;;;;;x
GER_me_one_oh_nine_21;Bf 109G-4/Trop;;;;;;;;;x
GER_me_one_oh_nine_22;Bf 109G-5;;;;;;;;;x
GER_me_one_oh_nine_23;Bf 109G-5/U2;;;;;;;;;x
GER_me_one_oh_nine_24;Bf 109G-5/AS;;;;;;;;;x
GER_me_one_oh_nine_25;Bf 109G-6;;;;;;;;;x
GER_me_one_oh_nine_26;Bf 109G-6/R3;;;;;;;;;x
GER_me_one_oh_nine_27;Bf 109G-6/Trop;;;;;;;;;x
GER_me_one_oh_nine_28;Bf 109G-6/U4;;;;;;;;;x
GER_me_one_oh_nine_29;Bf 109G-6/AS;;;;;;;;;x
GER_me_one_oh_nine_30;Bf 109G-6N;;;;;;;;;x
GER_me_one_oh_nine_31;Bf 109G-6/U4N;;;;;;;;;x
GER_me_one_oh_nine_32;Bf 109G-10;;;;;;;;;x
GER_me_one_oh_nine_33;Bf 109G-10/R6;;;;;;;;;x
GER_me_one_oh_nine_34;Bf 109G-10/U4;;;;;;;;;x
GER_me_one_oh_nine_35;Bf 109K-4;;;;;;;;;x
GER_me_one_oh_nine_36;Bf 109K-6;;;;;;;;;x
GER_me_one_oh_nine_37;Bf 109K-10;;;;;;;;;x
GER_me_one_oh_nine_38;Bf 109K-14;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ta_one_fifty_two_0;Ta 152H-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_ten_0;Do 10;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_fw_fifty_seven_0;Fw 57;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_fw_one_ninety_0;Fw 190A-1;;;;;;;;;x
GER_fw_one_ninety_1;Fw 190A-2;;;;;;;;;x
GER_fw_one_ninety_2;Fw 190A-3;;;;;;;;;x
GER_fw_one_ninety_3;Fw 190A-4;;;;;;;;;x
GER_fw_one_ninety_4;Fw 190A-5;;;;;;;;;x
GER_fw_one_ninety_5;Fw 190A-6;;;;;;;;;x
GER_fw_one_ninety_6;Fw 190A-7;;;;;;;;;x
GER_fw_one_ninety_7;Fw 190A-8;;;;;;;;;x
GER_fw_one_ninety_8;Fw 190A-9;;;;;;;;;x
GER_fw_one_ninety_9;Fw 190D-9;;;;;;;;;x
GER_fw_one_ninety_10;Fw 190D-11;;;;;;;;;x
GER_fw_one_ninety_11;Fw 190D-13;;;;;;;;;x
GER_fw_one_ninety_12;Fw 190F-2;;;;;;;;;x
GER_fw_one_ninety_13;Fw 190F-3;;;;;;;;;x
GER_fw_one_ninety_14;Fw 190G-1;;;;;;;;;x
GER_fw_one_ninety_15;Fw 190G-3;;;;;;;;;x
GER_fw_one_ninety_16;Fw 190G-8;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_fifty_one_0;He 51B;;;;;;;;;x
GER_he_fifty_one_1;He 51C;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_fifty_0;He 50A;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_hs_one_twenty_three_0;Hs 123A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_eighty_seven_0;Ju 87A-1;;;;;;;;;x
GER_ju_eighty_seven_1;Ju 87A-2;;;;;;;;;x
GER_ju_eighty_seven_2;Ju 87B-1;;;;;;;;;x
GER_ju_eighty_seven_3;Ju 87B-2;;;;;;;;;x
GER_ju_eighty_seven_4;Ju 87R-1;;;;;;;;;x
GER_ju_eighty_seven_5;Ju 87R-2;;;;;;;;;x
GER_ju_eighty_seven_6;Ju 87R-4;;;;;;;;;x
GER_ju_eighty_seven_7;Ju 87D-1;;;;;;;;;x
GER_ju_eighty_seven_8;Ju 87D-3;;;;;;;;;x
GER_ju_eighty_seven_9;Ju 87D-5;;;;;;;;;x
GER_ju_eighty_seven_10;Ju 87G-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_hs_one_tweny_nine_0;Hs 129B-1;;;;;;;;;x
GER_hs_one_tweny_nine_1;Hs 129B-2;;;;;;;;;x
GER_hs_one_tweny_nine_2;Hs 129B-3;;;;;;;;;x
GER_hs_one_tweny_nine_3;Hs 129C-1;;;;;;;;;x
GER_hs_one_tweny_nine_4;Hs 129D-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ar_one_ninety_seven_0;Ar 197A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_bf_one_oh_nine_t_0;Bf 109T-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_fi_one_sixty_seven_0;Fi 167A-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_fw_one_eighty_seven_0;Fw 187A-1;;;;;;;;;x
GER_fw_one_eighty_seven_1;Fw 187A-2;;;;;;;;;x
GER_fw_one_eighty_seven_2;Fw 187B-1;;;;;;;;;x
GER_fw_one_eighty_seven_3;Fw 187B-2;;;;;;;;;x
GER_fw_one_eighty_seven_4;Fw 187C-1;;;;;;;;;x
GER_fw_one_eighty_seven_5;Fw 187C-2;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_me_one_ten_0;Bf 110B-1;;;;;;;;;x
GER_me_one_ten_1;Bf 110C-1;;;;;;;;;x
GER_me_one_ten_2;Bf 110C-2;;;;;;;;;x
GER_me_one_ten_3;Bf 110C-3;;;;;;;;;x
GER_me_one_ten_4;Bf 110C-4;;;;;;;;;x
GER_me_one_ten_5;Bf 110C-4/B;;;;;;;;;x
GER_me_one_ten_6;Bf 110C-7;;;;;;;;;x
GER_me_one_ten_7;Bf 110D-1;;;;;;;;;x
GER_me_one_ten_8;Bf 110E-1;;;;;;;;;x
GER_me_one_ten_9;Bf 110E-2;;;;;;;;;x
GER_me_one_ten_10;Bf 110F-1;;;;;;;;;x
GER_me_one_ten_11;Bf 110F-2;;;;;;;;;x
GER_me_one_ten_12;Bf 110F-4;;;;;;;;;x
GER_me_one_ten_13;Bf 110G-2;;;;;;;;;x
GER_me_one_ten_14;Bf 110G-4;;;;;;;;;x
GER_me_one_ten_15;Bf 110H-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ar_two_forty_0;Ar 240B-1;;;;;;;;;x
GER_ar_two_forty_1;Ar 240C-1;;;;;;;;;x
GER_ar_two_forty_2;Ar 240C-2;;;;;;;;;x
GER_ar_two_forty_3;Ar 240C-3;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_me_four_ten_0;Me 410A-1;;;;;;;;;x
GER_me_four_ten_1;Me 410A-2;;;;;;;;;x
GER_me_four_ten_2;Me 410A-2/U2;;;;;;;;;x
GER_me_four_ten_3;Me 410A-3;;;;;;;;;x
GER_me_four_ten_4;Me 410B-1;;;;;;;;;x
GER_me_four_ten_5;Me 410C-1;;;;;;;;;x
GER_me_four_ten_6;Me 410D-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_three_thirty_five_0;Do 335A-1;;;;;;;;;x
GER_do_three_thirty_five_1;Do 335A-2;;;;;;;;;x
GER_do_three_thirty_five_2;Do 335A-5;;;;;;;;;x
GER_do_three_thirty_five_3;Do 335A-6;;;;;;;;;x
GER_do_three_thirty_five_4;Do 335A-9;;;;;;;;;x
GER_do_three_thirty_five_5;Do 335B-2;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_two_nineteen_0;He 219A-0;;;;;;;;;x
GER_he_two_nineteen_1;He 219A-2;;;;;;;;;x
GER_he_two_nineteen_2;He 219A-6;;;;;;;;;x
GER_he_two_nineteen_3;He 219A-7;;;;;;;;;x
GER_he_two_nineteen_4;He 219D-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ta_one_fifty_four_0;Ta 154A-1;;;;;;;;;x
GER_ta_one_fifty_four_1;Ta 154A-2;;;;;;;;;x
GER_ta_one_fifty_four_2;Ta 154A-3;;;;;;;;;x
GER_ta_one_fifty_four_3;Ta 154A-4;;;;;;;;;x
GER_ta_one_fifty_four_4;Ta 154A-5;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_seventeen_0;Do 17E-1;;;;;;;;;x
GER_do_seventeen_1;Do 17M-1;;;;;;;;;x
GER_do_seventeen_2;Do 17Z-2;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_two_fifteen_0;Do 215A-1;;;;;;;;;x
GER_do_two_fifteen_1;Do 215B-5;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_eighty_eight_0;Ju 88A-1;;;;;;;;;x
GER_ju_eighty_eight_1;Ju 88A-2;;;;;;;;;x
GER_ju_eighty_eight_2;Ju 88A-4;;;;;;;;;x
GER_ju_eighty_eight_3;Ju 88C-1;;;;;;;;;x
GER_ju_eighty_eight_4;Ju 88C-2;;;;;;;;;x
GER_ju_eighty_eight_5;Ju 88C-4;;;;;;;;;x
GER_ju_eighty_eight_6;Ju 88C-6;;;;;;;;;x
GER_ju_eighty_eight_7;Ju 88G-1;;;;;;;;;x
GER_ju_eighty_eight_8;Ju 88G-6;;;;;;;;;x
GER_ju_eighty_eight_9;Ju 88G-7;;;;;;;;;x
GER_ju_eighty_eight_10;Ju 88P-1;;;;;;;;;x
GER_ju_eighty_eight_11;Ju 88P-2;;;;;;;;;x
GER_ju_eighty_eight_12;Ju 88P-3;;;;;;;;;x
GER_ju_eighty_eight_13;Ju 88P-4;;;;;;;;;x
GER_ju_eighty_eight_14;Ju 88S-1;;;;;;;;;x
GER_ju_eighty_eight_15;Ju 88S-2;;;;;;;;;x
GER_ju_eighty_eight_16;Ju 88S-3;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_eleven_0;Do 11C;;;;;;;;;x
GER_do_eleven_1;Do 11D;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_twenty_three_0;Do 23F;;;;;;;;;x
GER_do_twenty_three_1;Do 23G;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_he_one_eleven_0;He 111B-1;;;;;;;;;x
GER_he_one_eleven_1;He 111B-2;;;;;;;;;x
GER_he_one_eleven_2;He 111D-1;;;;;;;;;x
GER_he_one_eleven_3;He 111E-1;;;;;;;;;x
GER_he_one_eleven_4;He 111E-3;;;;;;;;;x
GER_he_one_eleven_5;He 111E-4;;;;;;;;;x
GER_he_one_eleven_6;He 111F-1;;;;;;;;;x
GER_he_one_eleven_7;He 111G-4;;;;;;;;;x
GER_he_one_eleven_8;He 111J-1;;;;;;;;;x
GER_he_one_eleven_9;He 111P-1;;;;;;;;;x
GER_he_one_eleven_10;He 111P-4;;;;;;;;;x
GER_he_one_eleven_11;He 111H-1;;;;;;;;;x
GER_he_one_eleven_12;He 111H-2;;;;;;;;;x
GER_he_one_eleven_13;He 111H-3;;;;;;;;;x
GER_he_one_eleven_14;He 111H-4;;;;;;;;;x
GER_he_one_eleven_15;He 111H-6;;;;;;;;;x
GER_he_one_eleven_16;He 111H-7;;;;;;;;;x
GER_he_one_eleven_17;He 111H-11;;;;;;;;;x
GER_he_one_eleven_18;He 111H-16;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_do_two_seventeen_0;Do 217E-1;;;;;;;;;x
GER_do_two_seventeen_1;Do 217E-2;;;;;;;;;x
GER_do_two_seventeen_2;Do 217E-3;;;;;;;;;x
GER_do_two_seventeen_3;Do 217E-4;;;;;;;;;x
GER_do_two_seventeen_4;Do 217E-5;;;;;;;;;x
GER_do_two_seventeen_5;Do 217K-1;;;;;;;;;x
GER_do_two_seventeen_6;Do 217K-2;;;;;;;;;x
GER_do_two_seventeen_7;Do 217M-1;;;;;;;;;x
GER_do_two_seventeen_8;Do 217M-3;;;;;;;;;x
GER_do_two_seventeen_9;Do 217M-11;;;;;;;;;x
GER_do_two_seventeen_10;Do 217J-1;;;;;;;;;x
GER_do_two_seventeen_11;Do 217J-2;;;;;;;;;x
GER_do_two_seventeen_12;Do 217N-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_one_eighty_eight_0;Ju 188E-1;;;;;;;;;x
GER_ju_one_eighty_eight_1;Ju 188E-2;;;;;;;;;x
GER_ju_one_eighty_eight_2;Ju 188A-2;;;;;;;;;x
GER_ju_one_eighty_eight_3;Ju 188A-3;;;;;;;;;x
GER_ju_one_eighty_eight_4;Ju 188G-2;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_three_eighty_eight_0;Ju 388J-1;;;;;;;;;x
GER_ju_three_eighty_eight_1;Ju 388J-2;;;;;;;;;x
GER_ju_three_eighty_eight_2;Ju 388K-1;;;;;;;;;x
GER_ju_three_eighty_eight_3;Ju 388K-2;;;;;;;;;x
GER_ju_three_eighty_eight_4;Ju 388N-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
GER_ju_two_eighty_eight_0;Ju 288C-1;;;;;;;;;x
#########################;;;;;;;;;;;;;;x
